"ccode","year","n.docs","n.words","n.binary","rights","alt.dv.perc","muslim","muslim.maj","mena","polity2","physint","amnesty","statedept","gdp.pc.un","pop.wdi","wopol","wosoc","wecon","domestic9","count","region"
210,1994,1,515,1,0.0188082846146996,1,0.02,0,0,10,8,NA,NA,22927.068156223,15382838,2,3,2,0,36,"West"
385,1994,2,692,1,0.013392534750586,0.5,0.01,0,0,10,8,NA,1,28727.9771756083,4336613,3,2,2,125,50,"West"
790,1994,0,NA,0,NA,NA,0.04,0,0,5,6,3,3,215.8291656422,20859421,1,1,1,1312,7,"Asia"
920,1994,3,516,1,0.0293306726720348,0.333333333333333,0,0,0,10,8,1,1,14678.51223951,3620000,2,3,2,0,11,"West"
698,1994,0,NA,0,NA,NA,0.88,1,1,-9,5,2,2,6057.06463451467,2139539,0,0,1,0,4,"MENA"
770,1994,0,NA,0,NA,NA,0.97,1,0,8,3,4,4,542.074789630084,119564925,1,0,0,2125,39,"Asia"
95,1994,0,NA,0,NA,NA,0.05,0,0,9,6,1,2,3274.91449236029,2682720,2,1,1,0,36,"LA"
135,1994,0,NA,0,NA,NA,0,0,0,1,1,4,5,1910.13511916386,23619358,2,2,1,3125,32,"LA"
840,1994,1,598,1,0.0225138229044135,1,0.05,0,0,8,3,4,3,1043.37746944163,68240134,2,1,1,3125,16,"Asia"
910,1994,0,NA,0,NA,NA,0,0,0,4,5,3,4,1157.81895290008,4596131,1,1,1,3125,7,"LA"
290,1994,0,NA,0,NA,NA,0,0,0,8,8,1,1,2819.39615592711,38542652,2,1,1,750,72,"EECA"
731,1994,0,NA,0,NA,NA,0,0,0,-10,NA,NA,NA,384.462233151206,21478544,2,1,1,0,267,"Asia"
235,1994,0,NA,0,NA,NA,0,0,0,10,7,1,1,9787.27170090939,9991525,2,3,2,0,11,"West"
150,1994,0,NA,0,NA,NA,0,0,0,7,7,3,2,1479.42884273781,4651222,2,1,1,937,2,"LA"
NA,1994,1,351,1,0.187284044280424,1,0.98,1,1,NA,NA,NA,NA,1139.97272190856,2366298,NA,NA,NA,NA,NA,"MENA"
694,1994,0,NA,0,NA,NA,0.91,1,1,-10,NA,2,1,14894.6903278299,495179,NA,NA,NA,0,4,"MENA"
360,1994,0,NA,0,NA,NA,0,0,0,5,6,3,2,1381.45193035859,22730211,1,1,1,625,25,"EECA"
365,1994,1,482,1,0.0277859713976806,0,0.09,0,0,3,NA,4,5,2737.99711111087,148336000,NA,NA,NA,3187,843,"EECA"
517,1994,0,NA,0,NA,NA,0.02,0,0,-6,0,5,5,210.644607120854,5995987,1,1,1,3062,313,"Africa"
670,1994,0,NA,0,NA,NA,0.99,1,1,-10,4,3,2,7371.97342171561,18373412,0,0,0,125,36,"MENA"
625,1994,0,NA,0,NA,NA,0.72,1,1,-7,2,5,5,NA,23805536,2,0,0,3125,17,"MENA"
433,1994,0,NA,0,NA,NA,0.94,1,0,-1,2,3,2,467.856727922056,8475136,2,1,1,437,6,"Africa"
830,1994,0,NA,0,NA,NA,0.15,0,0,-2,7,2,1,21608.7951876513,3419000,1,2,1,NA,60,"Asia"
940,1994,0,NA,0,NA,NA,0,0,0,8,NA,NA,1,915.60999060338,349250,NA,NA,NA,0,1,"Asia"
451,1994,0,NA,0,NA,NA,0.5,1,0,-7,0,5,5,312.403725702263,3858559,0,1,1,1875,NA,"Africa"
92,1994,0,NA,0,NA,NA,0,0,0,7,6,3,3,1424.08700076773,5528012,2,1,1,312,27,"LA"
520,1994,1,445,1,0.0143713898507812,1,0.99,1,0,0,NA,5,5,179.379325941954,6278911,NA,NA,NA,5875,46,"Africa"
115,1994,0,NA,0,NA,NA,0.14,0,0,5,NA,NA,2,1923.38108476521,438280,NA,NA,NA,0,2,"LA"
317,1994,0,NA,0,NA,NA,0,0,0,7,8,NA,1,2918.39575302696,5346331,2,2,2,0,14,"EECA"
349,1994,0,NA,0,NA,NA,0.02,0,0,10,8,NA,NA,7541.69146520282,1989443,2,2,2,0,2,"EECA"
380,1994,3,449,1,0.0126137587951869,0.333333333333333,0.02,0,0,10,8,1,1,24753.0740539934,8780745,3,3,2,0,46,"West"
572,1994,0,NA,0,NA,NA,0.01,0,0,-9,7,3,2,1505.63623908014,944223,2,1,2,0,1,"Africa"
591,1994,0,NA,0,NA,NA,0.01,0,0,NA,NA,NA,1,7856.14097642286,73925,NA,NA,NA,0,NA,"LA"
652,1994,0,NA,0,NA,NA,0.87,1,1,-9,4,4,4,887.485396309204,13941025,2,1,1,0,106,"MENA"
461,1994,0,NA,0,NA,NA,0.11,0,0,-2,1,3,4,261.557602671482,4180689,1,1,1,0,1,"Africa"
800,1994,0,NA,0,NA,NA,0.04,0,0,9,5,3,3,2503.42224609967,58722767,1,1,1,250,23,"Asia"
702,1994,0,NA,0,NA,NA,0.99,1,0,-6,0,2,4,238.711284535555,5702611,1,1,1,4312,1,"EECA"
701,1994,0,NA,0,NA,NA,0.93,1,0,-9,4,1,2,564.069115988705,4095512,1,1,1,0,3,"EECA"
52,1994,0,NA,0,NA,NA,0.06,0,0,9,5,1,2,3956.78543656646,1250316,2,2,2,0,2,"LA"
616,1994,0,NA,0,NA,NA,0.99,1,1,-3,4,4,3,1942.90704321295,8785700,2,2,2,0,3,"MENA"
640,1994,1,9,1,0.075743391350978,1,0.98,1,1,8,0,5,5,3048.38938702267,57608769,1,1,1,3812,46,"MENA"
713,1994,1,369,1,0.0565181019619143,1,0.01,0,0,7,8,NA,NA,NA,NA,2,2,1,312,NA,"Asia"
510,1994,0,NA,0,NA,NA,0.3,0,0,-5,6,2,2,NA,29030288,2,1,1,0,14,"Africa"
500,1994,0,NA,0,NA,NA,0.11,0,0,-4,3,3,3,273.769816091915,19791266,2,0,0,1875,12,"Africa"
369,1994,0,NA,0,NA,NA,0,0,0,7,4,2,3,1054.72587183152,51921041,1,1,1,812,101,"EECA"
165,1994,0,NA,0,NA,NA,0,0,0,10,7,2,2,6028.51225343113,3201604,2,1,1,375,4,"LA"
704,1994,0,NA,0,NA,NA,0.97,1,0,-9,5,2,2,591.566693770365,22377000,2,1,1,0,2,"EECA"
57,1994,0,NA,0,NA,NA,0.01,0,0,NA,NA,NA,2,2656.41886594304,108129,NA,NA,NA,0,NA,"LA"
101,1994,0,NA,0,NA,NA,0,0,0,8,1,4,4,2643.17850271011,21726808,2,1,2,875,27,"LA"
816,1994,1,56,1,0.0486578983446803,0,0.01,0,0,NA,4,2,3,217.815532248722,70824500,2,1,1,0,102,"Asia"
935,1994,0,NA,0,NA,NA,0,0,0,NA,NA,NA,1,1478.31357392144,164209,NA,NA,NA,0,1,"Asia"
990,1994,0,NA,0,NA,NA,0,0,0,NA,NA,NA,1,1167.1436387894,168786,NA,NA,NA,NA,1,"LA"
679,1994,0,NA,0,NA,NA,0.99,1,1,-2,2,NA,NA,345.74629735398,14633091,1,0,1,2125,21,"MENA"
560,1994,4,1544,1,0.0734974265021236,0.5,0.01,0,0,9,2,5,4,3347.4351963623,38283223,2,1,1,750,296,"Africa"
551,1994,0,NA,0,NA,NA,0,0,0,6,6,2,3,388.108654169182,9018229,2,1,1,0,4,"Africa"
552,1994,1,790,1,0.00672340213570204,0,0.01,0,0,-6,6,2,2,807.097623823626,11476807,2,1,1,562,7,"Africa"
700,1995,2,308,1,0.176424422820587,1,1,1,1,0,NA,5,5,184.02630310951,16772522,NA,NA,NA,5250,26,"MENA"
540,1995,0,NA,0,NA,NA,0,0,0,-2,1,4,5,412.569047814697,13042666,2,1,1,3125,11,"Africa"
339,1995,0,NA,0,NA,NA,0.7,1,0,5,4,3,2,738.255084980669,3187784,2,1,1,0,12,"EECA"
232,1995,0,NA,0,NA,NA,0.01,0,0,NA,NA,NA,NA,23348.1584044431,63854,NA,NA,NA,NA,NA,"EECA"
696,1995,0,NA,0,NA,NA,0.87,1,1,-8,7,2,1,28020.0615646481,2350192,0,0,1,0,1,"MENA"
160,1995,0,NA,0,NA,NA,0.01,0,0,7,7,2,2,7409.50188929202,34994818,2,NA,1,2375,83,"LA"
371,1995,0,NA,0,NA,NA,0,0,0,3,5,2,2,399.182831348929,3223173,2,1,1,0,2,"EECA"
58,1995,0,NA,0,NA,NA,0.01,0,0,NA,NA,NA,NA,8523.69838784929,68349,NA,NA,NA,750,4,"LA"
900,1995,2,637,1,0.0533817410076498,0.5,0.01,0,0,10,8,1,1,21664.6660579445,18072000,2,2,2,0,61,"West"
305,1995,0,NA,0,NA,NA,0.02,0,0,10,7,1,1,29876.8522836053,7948278,2,2,2,0,21,"West"
373,1995,0,NA,0,NA,NA,0.98,1,0,-6,4,2,4,396.146625739769,7685000,2,1,1,4062,6,"EECA"
516,1995,0,NA,0,NA,NA,0.02,0,0,0,NA,5,5,157.456218943398,6239030,NA,NA,NA,4062,19,"Africa"
211,1995,0,NA,0,NA,NA,0.03,0,0,10,8,NA,1,27998.9964159286,10136811,2,2,2,0,13,"West"
434,1995,0,NA,0,NA,NA,0.21,0,0,6,8,NA,2,362.48233906124,5985658,2,1,1,0,NA,"Africa"
439,1995,0,NA,0,NA,NA,0.55,1,0,-5,5,3,3,238.253063337097,10089876,2,0,0,437,4,"Africa"
771,1995,1,262,1,0.06080085958378,1,0.88,1,0,6,3,3,3,356.242698610471,118427768,2,1,1,2375,6,"Asia"
355,1995,0,NA,0,NA,NA,0.13,0,0,8,5,2,3,1563.64125232226,8406067,2,1,1,500,9,"EECA"
692,1995,0,NA,0,NA,NA,0.82,1,1,-9,4,4,3,12038.5977930629,563730,0,1,1,687,NA,"MENA"
31,1995,0,NA,0,NA,NA,0,0,0,NA,NA,1,1,14313.7571897875,280151,NA,NA,NA,0,NA,"LA"
346,1995,6,2042,1,0.0132593315840673,0.5,0.42,0,0,NA,NA,5,5,563.424391536297,3879278,NA,NA,NA,3375,980,"EECA"
370,1995,0,NA,0,NA,NA,0,0,0,0,5,2,2,1358.72468462831,10194000,1,1,2,0,8,"EECA"
80,1995,0,NA,0,NA,NA,0,0,0,NA,7,1,1,2834.26426107208,206962,2,2,2,125,2,"LA"
145,1995,0,NA,0,NA,NA,0,0,0,9,5,2,2,879.4798481205,7566716,1,1,1,1375,14,"LA"
140,1995,2,1129,1,0.016393341860414,0.5,0,0,0,8,2,4,4,4749.81437999776,162755054,2,1,1,375,88,"LA"
53,1995,0,NA,0,NA,NA,0,0,0,NA,NA,NA,1,8597.07787889727,264962,NA,NA,NA,0,1,"LA"
835,1995,0,NA,0,NA,NA,0.67,1,0,NA,6,NA,2,16047.6454017995,295010,0,0,1,437,4,"Asia"
760,1995,0,NA,0,NA,NA,0.01,0,0,-10,4,2,2,567.928372501547,508897,1,2,2,0,2,"Asia"
571,1995,0,NA,0,NA,NA,0,0,0,7,6,1,1,2987.52137937769,1576291,2,0,1,312,NA,"Africa"
20,1995,7,1638,1,0.0588256721070682,0.285714285714286,0.01,0,0,10,8,NA,1,20549.7675568348,29354000,2,3,2,312,185,"West"
225,1995,0,NA,0,NA,NA,0.02,0,0,10,7,1,1,46170.4637979257,7040687,2,2,2,0,NA,"West"
155,1995,0,NA,0,NA,NA,0,0,0,8,4,2,2,5135.66738985244,14193986,2,1,NA,125,29,"LA"
710,1995,60,16404,1,0.0891756103750225,0.7,0.02,0,0,-7,0,3,3,611.669472496176,1204855000,2,1,1,375,527,"Asia"
437,1995,0,NA,0,NA,NA,0.39,0,0,-6,1,2,3,781.077403798806,14404340,1,1,1,2375,16,"Africa"
471,1995,0,NA,0,NA,NA,0.22,0,0,-4,4,3,3,639.833689135262,13929575,2,1,NA,0,2,"Africa"
490,1995,0,NA,0,NA,NA,NA,NA,0,0,NA,4,4,134.326939067073,42183620,NA,NA,NA,2625,29,"Africa"
484,1995,0,NA,0,NA,NA,0.01,0,0,5,4,3,3,777.761597456817,2721277,2,1,1,0,5,"Africa"
100,1995,0,NA,0,NA,NA,0,0,0,7,0,4,5,3015.60418593477,37441980,2,1,1,8937,97,"LA"
581,1995,0,NA,0,NA,NA,0.98,1,0,0,NA,NA,2,497.74355539979,479574,NA,NA,NA,NA,2,"Africa"
402,1995,0,NA,0,NA,NA,0.02,0,0,8,NA,NA,1,1396.70684000133,389156,NA,NA,NA,0,NA,"Africa"
94,1995,0,NA,0,NA,NA,0,0,0,10,7,2,1,3368.37999259861,3510925,2,2,2,375,8,"LA"
40,1995,0,NA,0,NA,NA,0,0,0,-7,3,4,3,2783.43145227243,10906048,2,2,2,0,161,"LA"
352,1995,0,NA,0,NA,NA,0,0,0,10,5,2,2,14091.0391622161,855389,2,1,1,0,8,"EECA"
316,1995,0,NA,0,NA,NA,0,0,0,10,5,2,1,5588.99719276032,10327253,2,2,2,0,38,"EECA"
255,1995,5,1117,1,0.243109362244947,0.4,0.03,0,0,10,8,NA,NA,30339.86243917,81678051,2,3,3,125,373,"West"
522,1995,0,NA,0,NA,NA,0.9,1,0,-7,NA,NA,2,767.518307293701,661076,NA,NA,NA,3750,NA,"Africa"
54,1995,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,3673.83472182651,71367,NA,NA,NA,0,1,"LA"
390,1995,0,NA,0,NA,NA,0.02,0,0,10,8,1,1,34779.1390452273,5233373,3,3,2,0,21,"West"
615,1995,5,1012,1,0.158025290717627,0.6,0.98,1,1,-3,0,5,5,1434.95292082444,28904300,2,0,1,4750,81,"MENA"
130,1995,0,NA,0,NA,NA,0,0,0,9,5,3,2,2007.847450114,11440576,1,1,1,812,22,"LA"
651,1995,1,85,1,0.21092108234133,1,0.93,1,1,-6,4,4,4,1075.03285452601,62434527,1,1,1,1250,111,"MENA"
531,1995,0,NA,0,NA,NA,0.39,0,0,-6,6,2,1,187.722714659423,3164095,2,2,1,4000,4,"Africa"
230,1995,1,706,1,0.031268152665746,1,0.01,0,0,10,4,2,2,15138.1363359571,39387017,2,2,2,562,88,"West"
366,1995,0,NA,0,NA,NA,0,0,0,6,7,1,1,3053.32097325039,1436634,2,2,2,0,5,"West"
530,1995,0,NA,0,NA,NA,0.33,0,0,NA,0,3,4,133.047503057668,57237226,2,1,2,1250,17,"Africa"
375,1995,0,NA,0,NA,NA,0,0,0,10,8,NA,1,25606.4843928336,5107790,3,3,3,0,13,"West"
950,1995,0,NA,0,NA,NA,0.08,0,0,5,8,NA,1,2592.52089719915,775498,2,2,2,250,4,"LA"
220,1995,5,1332,1,0.112144977317025,0.8,0.01,0,0,9,8,2,2,26378.250963135,59541900,2,3,3,2250,512,"West"
987,1995,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,2069.86777120756,107556,NA,NA,NA,0,NA,"Asia"
481,1995,0,NA,0,NA,NA,0.03,0,0,-4,8,NA,2,4937.67285792032,1086449,2,1,2,0,3,"Africa"
200,1995,5,1747,1,0.161326647845809,0.8,0.02,0,0,10,6,1,1,20358.6436634877,58019030,2,3,2,1812,59,"West"
372,1995,0,NA,0,NA,NA,0.11,0,0,5,3,3,3,533.064288028916,4734000,2,1,1,2500,64,"EECA"
452,1995,0,NA,0,NA,NA,0.15,0,0,-1,6,NA,2,618.148550806623,16760991,2,1,1,125,7,"Africa"
438,1995,0,NA,0,NA,NA,0.69,1,0,-1,4,3,3,501.84429239915,7863033,2,1,1,0,4,"Africa"
420,1995,0,NA,0,NA,NA,0.87,1,0,-7,4,2,3,737.511454071153,1065746,0,1,1,0,NA,"Africa"
404,1995,0,NA,0,NA,NA,0.38,0,0,5,7,NA,2,689.114017343678,1180877,2,1,1,0,NA,"Africa"
411,1995,0,NA,0,NA,NA,0.04,0,0,-5,NA,3,4,376.542853586048,448332,NA,NA,NA,0,NA,"Africa"
350,1995,1,128,1,0.126992826688813,0,0.03,0,0,10,6,NA,2,12231.2640275319,10634385,2,2,2,375,41,"EECA"
55,1995,0,NA,0,NA,NA,0,0,0,NA,NA,1,1,2765.50881824539,100253,NA,NA,NA,0,1,"LA"
90,1995,0,NA,0,NA,NA,0,0,0,3,2,4,5,1308.66976205803,10357354,2,1,1,3500,66,"LA"
110,1995,0,NA,0,NA,NA,0.09,0,0,6,8,1,2,1361.53654354146,726695,2,1,0,0,1,"LA"
91,1995,0,NA,0,NA,NA,0,0,0,6,6,2,3,844.872094848717,5591136,2,2,2,1687,13,"LA"
344,1995,0,NA,0,NA,NA,0.01,0,0,-5,2,5,5,4711.14468115921,4669000,2,1,1,0,213,"EECA"
41,1995,3,844,1,0.155752378068626,0.666666666666667,0,0,0,7,6,2,3,297.761453677241,7819806,1,0,1,5187,146,"LA"
310,1995,0,NA,0,NA,NA,0,0,0,10,8,1,2,4402.45510834062,10328965,2,3,3,0,42,"EECA"
850,1995,0,NA,0,NA,NA,0.87,1,0,-7,3,4,4,1139.00071302046,196957845,2,1,1,3187,27,"Asia"
750,1995,4,1064,1,0.167653033236784,0.5,0.12,0,0,9,0,4,5,386.313621058794,960874982,2,1,1,3125,150,"Asia"
205,1995,3,550,1,0.134832675307314,1,0,0,0,10,8,NA,1,18803.984075938,3608841,2,3,3,0,174,"West"
630,1995,2,753,1,0.161862803167243,1,1,1,1,-6,2,5,4,1824.15638128239,60318632,1,0,0,312,127,"MENA"
645,1995,1,412,1,0.0341284684071781,0,0.96,1,1,-9,3,5,5,170.735686226637,20217759,2,1,1,5875,143,"MENA"
395,1995,0,NA,0,NA,NA,0,0,0,NA,8,NA,1,26240.4143109476,267468,2,3,3,0,NA,"West"
666,1995,5,788,1,0.127506147642688,0.6,0.14,0,1,9,4,NA,NA,18035.094152013,5545000,2,NA,2,4062,608,"MENA"
325,1995,0,NA,0,NA,NA,0.02,0,0,10,6,2,2,19867.7127228369,56844303,2,3,2,562,199,"West"
51,1995,0,NA,0,NA,NA,0,0,0,9,5,3,3,2658.08071159122,2480000,2,2,2,312,19,"LA"
663,1995,0,NA,0,NA,NA,0.97,1,1,-2,4,3,2,1558.19658185639,4195000,1,0,1,125,66,"MENA"
740,1995,7,2303,1,0.131860665557955,0.428571428571429,0,0,0,10,7,2,1,42848.5305115773,125439000,2,1,1,562,834,"Asia"
705,1995,0,NA,0,NA,NA,0.56,1,0,-4,6,2,1,1332.77233020917,15815626,2,1,1,0,10,"EECA"
501,1995,1,211,1,0.0569943513127433,1,0.06,0,0,-5,4,4,3,426.767380436745,27373035,2,1,1,0,22,"Africa"
703,1995,0,NA,0,NA,NA,0.89,1,0,-3,6,2,1,324.880200603651,4560400,2,2,3,0,1,"EECA"
811,1995,0,NA,0,NA,NA,0.02,0,0,1,2,3,4,307.298278048196,10694459,2,1,1,18437,26,"Asia"
60,1995,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,6774.17816085998,42888,NA,NA,NA,0,1,"LA"
732,1995,0,NA,0,NA,NA,0,0,0,6,4,3,2,11894.8200435925,45092991,1,1,1,1125,108,"Asia"
690,1995,1,94,1,0.228180024699577,1,0.92,1,1,-7,5,3,2,17140.6126762711,1637031,0,0,0,0,12,"MENA"
812,1995,0,NA,0,NA,NA,0,0,0,-7,7,1,2,350.628169856397,4857774,2,1,1,0,12,"Asia"
660,1995,0,NA,0,NA,NA,0.6,1,1,NA,NA,4,4,3614.78980263945,3033406,NA,NA,NA,562,31,"MENA"
450,1995,0,NA,0,NA,NA,0.13,0,0,0,NA,5,5,82.1308097759482,2079921,NA,NA,NA,3375,18,"Africa"
620,1995,0,NA,0,NA,NA,0.98,1,1,-7,2,3,3,5959.29130308672,4878202,1,1,1,0,18,"MENA"
56,1995,0,NA,0,NA,NA,0,0,0,NA,NA,1,1,4199.30092844477,147040,NA,NA,NA,0,1,"LA"
223,1995,0,NA,0,NA,NA,0.02,0,0,NA,NA,NA,NA,78786.8138364251,30833,NA,NA,NA,0,NA,"West"
780,1995,0,NA,0,NA,NA,0.08,0,0,5,0,4,5,732.534415586621,18136000,2,2,1,3562,35,"Asia"
570,1995,0,NA,0,NA,NA,0,0,0,8,4,2,2,489.907444204099,1753824,1,1,1,312,1,"Africa"
368,1995,0,NA,0,NA,NA,0,0,0,10,8,1,1,1855.28332472915,3629102,2,3,2,0,4,"West"
212,1995,0,NA,0,NA,NA,0.01,0,0,10,8,1,1,50651.815277818,408625,2,3,3,0,6,"West"
367,1995,0,NA,0,NA,NA,0,0,0,8,5,2,2,1998.63250346941,2485056,2,2,2,0,6,"West"
600,1995,0,NA,0,NA,NA,0.99,1,1,-7,4,3,3,1373.570178912,27161889,1,0,1,0,20,"MENA"
221,1995,0,NA,0,NA,NA,0.01,0,0,NA,NA,NA,NA,100727.33845748,30700,NA,NA,NA,0,1,"West"
359,1995,0,NA,0,NA,NA,0,0,0,7,6,2,1,406.876912509531,3675099,1,1,1,0,NA,"EECA"
580,1995,0,NA,0,NA,NA,0.01,0,0,9,4,NA,2,234.887472078154,13452526,2,1,1,250,NA,"Africa"
781,1995,0,NA,0,NA,NA,1,1,0,NA,NA,2,2,2292.78722129794,255000,NA,NA,NA,0,NA,"EECA"
70,1995,1,89,1,0.0790841390528611,0,0,0,0,4,2,4,4,3603.96177864421,94426946,2,1,1,21250,554,"LA"
983,1995,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,2366.32892983144,51020,NA,NA,NA,0,NA,"Asia"
343,1995,2,648,1,0.0115276637101464,1,0.35,0,0,6,7,NA,1,2275.02854828278,1953544,1,2,2,312,18,"EECA"
432,1995,0,NA,0,NA,NA,0.94,1,0,7,4,3,1,291.258035752428,9640643,1,1,1,0,3,"Africa"
338,1995,0,NA,0,NA,NA,0,0,0,NA,NA,NA,1,9282.39701342254,370433,NA,NA,NA,0,2,"EECA"
775,1995,0,NA,0,NA,NA,0.02,0,0,-7,2,4,5,171.033970025504,44710931,0,2,1,3125,38,"Asia"
712,1995,0,NA,0,NA,NA,0.1,0,0,9,6,1,2,641.221018393751,2298038,1,3,2,0,5,"Asia"
541,1995,0,NA,0,NA,NA,0.13,0,0,5,5,2,3,143.375873294337,15913101,2,0,1,0,3,"Africa"
435,1995,0,NA,0,NA,NA,0.99,1,0,-6,5,2,2,720.01421293208,2333966,1,2,2,312,NA,"Africa"
590,1995,0,NA,0,NA,NA,0.16,0,0,10,7,1,1,3625.44628092945,1122457,2,1,2,0,NA,"Africa"
553,1995,0,NA,0,NA,NA,0.16,0,0,6,7,2,2,234.040390793736,9822812,1,1,1,0,2,"Africa"
820,1995,0,NA,0,NA,NA,0.49,0,0,3,5,3,2,4630.8900010075,20725374,2,1,1,0,15,"Asia"
565,1995,0,NA,0,NA,NA,0,0,0,6,5,NA,2,2424.73306929315,1654214,2,1,1,125,2,"Africa"
436,1995,0,NA,0,NA,NA,0.99,1,0,8,6,4,2,194.867115761972,9361912,1,0,1,0,NA,"Africa"
475,1995,0,NA,0,NA,NA,0.48,0,0,-6,4,4,4,279.057850374523,108424822,1,0,1,3875,56,"Africa"
93,1995,0,NA,0,NA,NA,0,0,0,8,5,3,3,886.767960913787,4612229,2,1,1,1937,15,"LA"
210,1995,1,500,1,0.183579996136414,1,0.02,0,0,10,8,NA,NA,27169.6271180459,15459006,2,3,2,0,56,"West"
385,1995,0,NA,0,NA,NA,0.01,0,0,10,8,NA,1,34157.8221944169,4359184,3,2,2,0,25,"West"
790,1995,0,NA,0,NA,NA,0.04,0,0,5,5,2,3,220.254740576568,21390905,1,1,1,250,9,"Asia"
920,1995,1,63,1,0.025852786306947,0,0,0,0,10,8,NA,1,17028.881705091,3673400,3,3,2,125,31,"West"
698,1995,0,NA,0,NA,NA,0.88,1,1,-9,6,2,2,6335.31851274333,2191864,0,0,1,0,2,"MENA"
770,1995,2,231,1,0.10601232056518,1,0.97,1,0,8,1,5,4,609.885150704206,122599749,1,0,0,1437,72,"Asia"
95,1995,0,NA,0,NA,NA,0.05,0,0,9,4,2,2,3279.61182138292,2738125,2,1,1,1187,22,"LA"
135,1995,1,374,1,0.163002896593356,1,0,0,0,1,3,4,4,2241.76834509607,24038761,2,1,1,6375,53,"LA"
840,1995,1,210,1,0.0724716472662808,1,0.05,0,0,8,1,3,4,1179.79248637517,69835713,2,1,1,3437,68,"Asia"
986,1995,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,6665.94616053318,17255,NA,NA,NA,0,2,"Asia"
910,1995,0,NA,0,NA,NA,0,0,0,4,5,3,3,1026.40275174909,4715929,1,1,1,1875,3,"LA"
290,1995,1,422,1,0.0648041639088102,1,0,0,0,9,7,1,1,3613.87576163733,38594998,2,1,1,250,93,"EECA"
731,1995,0,NA,0,NA,NA,0,0,0,-10,3,NA,NA,222.25105525679,21763670,2,1,1,0,55,"Asia"
235,1995,0,NA,0,NA,NA,0,0,0,10,6,1,1,11542.4256935312,10026176,2,3,2,0,14,"West"
150,1995,0,NA,0,NA,NA,0,0,0,7,6,3,2,1679.6992542019,4760853,2,1,1,375,4,"LA"
NA,1995,0,NA,0,NA,NA,0.98,1,1,NA,NA,NA,NA,1239.26596169248,2474666,NA,NA,NA,NA,NA,"MENA"
694,1995,0,NA,0,NA,NA,0.91,1,1,-10,NA,NA,1,16238.3460730875,501019,NA,NA,NA,0,3,"MENA"
360,1995,0,NA,0,NA,NA,0,0,0,5,6,2,2,1638.19039476253,22684270,1,1,1,0,21,"EECA"
365,1995,4,904,1,0.0211237496116141,0.25,0.09,0,0,3,1,4,5,2683.13279161808,148375726,2,1,1,4437,757,"EECA"
517,1995,1,479,1,0.00753265139932065,0,0.02,0,0,-6,0,5,5,229.567772305871,5912755,1,1,1,2312,65,"Africa"
670,1995,0,NA,0,NA,NA,0.99,1,1,-10,4,4,3,7662.25127672818,18853670,0,0,0,0,27,"MENA"
625,1995,0,NA,0,NA,NA,0.72,1,1,-7,2,4,5,NA,24691970,2,0,0,3875,10,"MENA"
433,1995,0,NA,0,NA,NA,0.94,1,0,-1,2,4,3,559.400619024809,8710746,2,1,1,0,1,"Africa"
830,1995,0,NA,0,NA,NA,0.15,0,0,-2,6,2,1,24998.9117656246,3524500,1,2,1,NA,70,"Asia"
940,1995,0,NA,0,NA,NA,0,0,0,8,NA,NA,1,1015.10239229455,359236,NA,NA,NA,250,NA,"Asia"
451,1995,0,NA,0,NA,NA,0.5,1,0,-7,0,4,4,300.178890805817,3837807,0,1,0,5000,6,"Africa"
92,1995,0,NA,0,NA,NA,0,0,0,7,8,2,3,1652.83203082526,5588743,2,1,1,1125,14,"LA"
331,1995,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,40029.3574972829,25875,NA,NA,NA,0,NA,"LA"
520,1995,0,NA,0,NA,NA,0.99,1,0,0,NA,5,4,176.830285129904,6346440,NA,NA,NA,5000,31,"Africa"
115,1995,0,NA,0,NA,NA,0.14,0,0,5,NA,NA,2,1937.28718886786,445830,NA,NA,NA,0,2,"LA"
317,1995,1,566,1,0.319643470313667,1,0,0,0,7,7,NA,1,3652.32836718305,5361999,2,2,1,0,26,"EECA"
349,1995,0,NA,0,NA,NA,0.02,0,0,10,8,NA,NA,10513.3877593663,1989872,2,3,2,0,NA,"EECA"
380,1995,0,NA,0,NA,NA,0.02,0,0,10,8,NA,1,28740.1265586104,8826939,3,3,2,0,24,"West"
572,1995,0,NA,0,NA,NA,0.01,0,0,-9,5,2,2,1759.06514868425,963428,2,1,1,375,1,"Africa"
591,1995,0,NA,0,NA,NA,0.01,0,0,NA,NA,NA,1,8139.65959242778,75304,NA,NA,NA,0,NA,"LA"
652,1995,0,NA,0,NA,NA,0.87,1,1,-9,5,3,3,943.005137709123,14331962,2,1,1,0,53,"MENA"
483,1995,0,NA,0,NA,NA,0.54,1,0,-4,3,4,4,206.968718704857,7001634,2,1,0,0,NA,"Africa"
461,1995,0,NA,0,NA,NA,0.11,0,0,-2,5,2,3,337.130685784569,4284286,1,1,1,0,NA,"Africa"
800,1995,0,NA,0,NA,NA,0.04,0,0,9,7,2,2,2865.14743517923,59266089,1,1,1,250,34,"Asia"
